,Date,Team,Acquired,Relinquished,Notes
9983,2017-04-12,Magic,,C.J. Watson,placed on IL
9984,2017-04-12,Magic,Jeff Green,,activated from IL
9985,2017-04-12,Magic,Stephen Zimmerman Jr.,,activated from IL
9986,2017-04-12,Mavericks,,Jose Juan Barea / Jose Barea / J.J. Barea,placed on IL (out for season)
9987,2017-04-12,Nuggets,,Emmanuel Mudiay,placed on IL with sore/sprained right ankle (out for season)
9988,2017-04-12,Pistons,,Michael Gbinije,placed on IL with illness (out for season)
9989,2017-04-12,Raptors,,DeMar DeRozan,placed on IL for rest / flu (out for season)
9990,2017-04-12,Raptors,,Serge Ibaka,placed on IL
9991,2017-04-12,Rockets,,Chinanu Onuaku,placed on IL
9992,2017-04-12,Rockets,Kyle Wiltjer,,activated from IL
9993,2017-04-12,Spurs,,Bryn Forbes,placed on IL
9994,2017-04-12,Spurs,Dejounte Murray,,activated from IL
9995,2017-04-12,Thunder,,Andre Roberson,placed on IL
9996,2017-04-12,Thunder,Josh Huestis,,activated from IL
9997,2017-04-12,Warriors,,Matt Barnes,"placed on IL with sprained right ankle, foot"
9998,2017-04-12,Warriors,Damian Jones,,activated from IL
9999,2017-04-12,Wizards,,Bradley Beal,placed on IL for rest
10000,2017-04-12,Wizards,,Ian Mahinmi,placed on IL for strained left calf
10001,2017-04-12,Wizards,Otto Porter Jr.,,activated from IL
10002,2017-04-12,Wizards,Sheldon McClellan / Sheldon Mac,,activated from IL
10003,2017-04-12,Kings,Darren Collison,,activated from IL
10004,2017-04-12,Pistons,Beno Udrih,,activated from IL
10005,2017-04-12,Wizards,John Wall (a),,activated from IL
10006,2017-04-12,Raptors,Bruno Caboclo,,activated from IL
10007,2017-04-12,Raptors,Pascal Siakam,,activated from IL
10008,2017-04-15,Bucks,,Gary Payton II,placed on IL
10009,2017-04-15,Bucks,,Jabari Parker,placed on IL recovering from surgery on left knee to repair torn ACL (out for season)
10010,2017-04-15,Bucks,Khris Middleton,,activated from IL
10011,2017-04-15,Cavaliers,,Kahlil Felder / Kay Felder,placed on IL
10012,2017-04-15,Cavaliers,,Walter Tavares / Edy Tavares,placed on IL
10013,2017-04-15,Clippers,,Austin Rivers,placed on IL with strained left hamstring
10014,2017-04-15,Clippers,,Diamond Stone,placed on IL
10015,2017-04-15,Grizzlies,,Tony Allen,placed on IL with strained right calf muscle (out for season)
10016,2017-04-15,Jazz,,Joel Bolomboy,placed on IL
10017,2017-04-15,Jazz,,Raulzinho Neto / Raul Neto,placed on IL
10018,2017-04-15,Pacers,,Georges Niang,placed on IL
10019,2017-04-15,Pacers,,Glenn Robinson III,placed on IL with strained left calf (out for season)
10020,2017-04-15,Raptors,,Bruno Caboclo,placed on IL
10021,2017-04-15,Raptors,,Pascal Siakam,placed on IL
10022,2017-04-15,Spurs,,Dejounte Murray,placed on IL
10023,2017-04-15,Spurs,,Joel Anthony,placed on IL
10024,2017-04-16,Bulls,,Cameron Payne,placed on IL
10025,2017-04-16,Bulls,,Isaiah Canaan,placed on IL
10026,2017-04-16,Celtics,,Demetrius Jackson,placed on IL
10027,2017-04-16,Celtics,,Jordan Mickey,placed on IL
10028,2017-04-16,Hawks,,DeAndre' Bembry / DeAndre Bembry,placed on IL
10029,2017-04-16,Hawks,,Ryan Kelly,placed on IL
10030,2017-04-16,Rockets,,Chinanu Onuaku,placed on IL
10031,2017-04-16,Rockets,,Isaiah Taylor,placed on IL
10032,2017-04-16,Rockets,,Kyle Wiltjer,placed on IL
10033,2017-04-16,Thunder,,Josh Huestis,placed on IL
10034,2017-04-16,Thunder,,Kyle Singler,placed on IL
10035,2017-04-16,Thunder,Doug McDermott,,activated from IL
10036,2017-04-16,Warriors,,Kevon Looney,placed on IL with strained left hip (out for season)
10037,2017-04-16,Warriors,,Matt Barnes,placed on IL with sprained right ankle
10038,2017-04-16,Wizards,,Chris McCullough,placed on IL (out for season)
10039,2017-04-16,Wizards,Bradley Beal,,activated from IL
10040,2017-04-17,Pacers,,Joe Young,placed on IL
10041,2017-04-18,Jazz,,Alec Burks,placed on IL with sore left knee (out for season)
10042,2017-04-18,Jazz,,Rudy Gobert,placed on IL with hyperextended left knee
10043,2017-04-18,Jazz,Joel Bolomboy,,activated from IL
10044,2017-04-18,Jazz,Raulzinho Neto / Raul Neto,,activated from IL
10045,2017-04-19,Thunder,,Norris Cole (a),placed on IL
10046,2017-04-19,Thunder,Kyle Singler,,activated from IL
10047,2017-04-20,Spurs,,Bryn Forbes,placed on IL
10048,2017-04-20,Spurs,Dejounte Murray,,activated from IL
10049,2017-04-21,Bulls,,Rajon Rondo,placed on IL with fractured right thumb (out for season)
10050,2017-04-21,Bulls,Cameron Payne,,activated from IL
10051,2017-04-21,Thunder,,Semaj Christon,placed on IL
10052,2017-04-21,Thunder,Norris Cole (a),,activated from IL
10053,2017-04-22,Blazers,Jusuf Nurkic,,activated from IL
10054,2017-04-22,Grizzlies,James Ennis,,activated from IL
10055,2017-04-22,Spurs,,Dewayne Dedmon,placed on IL with illness
10056,2017-04-22,Spurs,Joel Anthony,,activated from IL
10057,2017-04-23,Bulls,,Cameron Payne,placed on IL
10058,2017-04-23,Bulls,Isaiah Canaan,,activated from IL
10059,2017-04-23,Clippers,,Blake Griffin,placed on IL with right big toe injury (out for season)
10060,2017-04-23,Clippers,Diamond Stone,,activated from IL
10061,2017-04-23,Jazz,,Jeff Withey,placed on IL
10062,2017-04-23,Jazz,Rudy Gobert,,activated from IL
10063,2017-04-25,Clippers,,Diamond Stone,placed on IL (out for season)
10064,2017-04-25,Clippers,Austin Rivers,,activated from IL
10065,2017-04-25,Spurs,,Joel Anthony,placed on IL
10066,2017-04-25,Spurs,Dewayne Dedmon,,activated from IL
10067,2017-04-28,Jazz,,Joel Bolomboy,placed on IL
10068,2017-04-28,Jazz,Jeff Withey,,activated from IL
10069,2017-05-01,Raptors,,Lucas Nogueira,placed on IL
10070,2017-05-01,Raptors,Pascal Siakam,,activated from IL
10071,2017-05-01,Rockets,Kyle Wiltjer,,activated from IL
10072,2017-05-01,Rockets,Sam Dekker,,activated from IL
10073,2017-05-02,Jazz,,Jeff Withey,placed on IL
10074,2017-05-02,Jazz,Joel Bolomboy,,activated from IL
10075,2017-05-02,Warriors,,Damian Jones,placed on IL
10076,2017-05-02,Warriors,Matt Barnes,,activated from IL
10077,2017-05-04,Jazz,,George Hill,placed on IL with sore left big toe (out for season)
10078,2017-05-04,Jazz,Jeff Withey,,activated from IL
10079,2017-05-04,Wizards,,Daniel Ochefu,placed on IL
10080,2017-05-04,Wizards,Ian Mahinmi,,activated from IL
10081,2017-05-05,Raptors,,Lucas Nogueira,placed on IL
10082,2017-05-05,Raptors,Pascal Siakam,,activated from IL
10083,2017-05-05,Rockets,Kyle Wiltjer,,activated from IL
10084,2017-05-05,Spurs,,(William) Tony Parker,placed on IL recovering from surgery to repair ruptured quadriceps tendon in left leg (out for season)
10085,2017-05-05,Spurs,Bryn Forbes,,activated from IL
10086,2017-05-07,Raptors,,Kyle Lowry,placed on IL with sprained left ankle
10087,2017-05-07,Raptors,Kyle Lowry,,activated from IL
10088,2017-05-07,Raptors,Lucas Nogueira,,activated from IL
10089,2017-05-09,Rockets,,Isaiah Taylor,placed on IL
10090,2017-05-09,Rockets,,Nene / Nene Hilario / Maybyner Hilario,placed on IL with torn left adductor muscle (out for season)
10091,2017-05-09,Rockets,Chinanu Onuaku,,activated from IL
10092,2017-05-09,Rockets,Kyle Wiltjer,,activated from IL
10093,2017-05-11,Rockets,,Kyle Wiltjer,placed on IL (out for season)
10094,2017-05-11,Rockets,Isaiah Taylor,,activated from IL
10095,2017-05-11,Spurs,,Kawhi Leonard,placed on IL with sprained left ankle
10096,2017-05-11,Spurs,Joel Anthony,,activated from IL
10097,2017-05-14,Spurs,Kawhi Leonard,,activated from IL
10098,2017-05-16,Spurs,,Kawhi Leonard,placed on IL with sprained left ankle
10099,2017-05-16,Spurs,Joel Anthony,,activated from IL
10100,2017-05-16,Warriors,,Andre Iguodala,placed on IL with sore left knee
10101,2017-05-16,Warriors,Damian Jones,,activated from IL
10102,2017-05-19,Celtics,,James Young,placed on IL
10103,2017-05-19,Celtics,Jordan Mickey,,activated from IL
10104,2017-05-20,Warriors,,Zaur Pachulia / Zaza Pachulia,placed on IL with bruised right heel
10105,2017-05-20,Warriors,Andre Iguodala,,activated from IL
10106,2017-05-21,Celtics,,Isaiah Thomas,placed on IL with hip injury (out for season)
10107,2017-05-21,Celtics,James Young,,activated from IL
10108,2017-05-22,Spurs,,David Lee,placed on IL with torn patellar tendon in left knee (out for season)
10109,2017-05-22,Spurs,Kawhi Leonard,,activated from IL
10110,2017-06-01,Warriors,,Damian Jones,placed on IL
10111,2017-06-01,Warriors,Zaur Pachulia / Zaza Pachulia,,activated from IL
10112,2017-10-17,Cavaliers,,Ante Zizic,placed on IL
10113,2017-10-17,Cavaliers,,Isaiah Thomas,placed on IL with right hip impingement
10114,2017-10-17,Celtics,,Guerschon Yabusele,placed on IL with illness
10115,2017-10-17,Celtics,,Jabari Bird,placed on IL
10116,2017-10-17,Celtics,,Kadeem Allen,placed on IL
10117,2017-10-17,Celtics,,Marcus Morris,placed on IL with sore right knee
10118,2017-10-17,Grizzlies,,Ben McLemore,placed on IL recovering from surgery on right foot to repair fracture
10119,2017-10-17,Grizzlies,,Wayne Selden Jr.,placed on IL with right quadriceps injury
10120,2017-10-17,Heat,,Rodney McGruder,placed on IL recovering from surgery on lower left leg to repair stress fracture
10121,2017-10-17,Hornets,,Nicolas Batum,placed on IL with torn ligament in left elbow
10122,2017-10-17,Pelicans,,Alexis Ajinca / Alex Ajinca,placed on IL with sore right knee
10123,2017-10-17,Pelicans,,Frank Jackson,placed on IL with fractured right foot (out for season)
10124,2017-10-17,Pelicans,,Omer Asik,placed on IL with illness
10125,2017-10-17,Pelicans,,Rajon Rondo,placed on IL recovering from surgery to repair sports hernia
10126,2017-10-17,Pelicans,,Solomon Hill,placed on IL recovering from surgery to repair torn left hamstring
10127,2017-10-17,Rockets,,Chinanu Onuaku,placed on IL
10128,2017-10-17,Rockets,,Troy Williams,placed on IL
10129,2017-10-17,Spurs,,(William) Tony Parker,placed on IL recovering from surgery to repair ruptured quadriceps tendon in left leg
10130,2017-10-17,Spurs,,Kawhi Leonard,placed on IL with rehab of right quadriceps
10131,2017-10-17,Warriors,,Andre Iguodala,placed on IL with strained back
10132,2017-10-17,Warriors,,Chris Boucher,placed on IL
10133,2017-10-17,Warriors,,Damian Jones,placed on IL
10134,2017-10-17,Cavaliers,,John Holland,placed on IL
10135,2017-10-17,Warriors,,Quinn Cook,placed on IL
10136,2017-10-18,76ers,,Furkan Korkmaz,placed on IL
10137,2017-10-18,76ers,,Jacob Pullen,placed on IL
10138,2017-10-18,76ers,,James Michael McAdoo / James McAdoo (Michael),placed on IL
10139,2017-10-18,76ers,,Richaun Holmes,placed on IL with fractured hand/wrist
10140,2017-10-18,Blazers,,C.J. Wilcox,placed on IL
10141,2017-10-18,Blazers,,Noah Vonleh,placed on IL with strained right shoulder
10142,2017-10-18,Celtics,,Gordon Hayward,placed on IL with fractured tibia in left leg and dislocated left ankle (out for season)
10143,2017-10-18,Celtics,Jabari Bird,,activated from IL
10144,2017-10-18,Grizzlies,,Kobi Simmons,placed on IL
10145,2017-10-18,Grizzlies,,Vincent Hunter / Vince Hunter,placed on IL
10146,2017-10-18,Hawks,,Isaiah Taylor,placed on IL
10147,2017-10-18,Hawks,,Miles Plumlee,placed on IL with strained right quadriceps
10148,2017-10-18,Hawks,,Nicolas Brussino,placed on IL
10149,2017-10-18,Heat,,A.J. Hammons,placed on IL with illness
10150,2017-10-18,Heat,,Derrick Walton Jr.,placed on IL
10151,2017-10-18,Heat,,Okaro White,placed on IL with sprained/strained left shoulder
10152,2017-10-18,Hornets,,Mangok Mathiang,placed on IL
10153,2017-10-18,Hornets,,Marcus Paige,placed on IL
10154,2017-10-18,Jazz,,Dante Exum,placed on IL recovering from surgery on separated left shoulder
10155,2017-10-18,Jazz,,Eric Griffin,placed on IL
10156,2017-10-18,Jazz,,Raulzinho Neto / Raul Neto,placed on IL with right hamstring injury
10157,2017-10-18,Jazz,,Tony Bradley,placed on IL
10158,2017-10-18,Kings,,Harry Giles,placed on IL recovering from surgery / rehab of knees
10159,2017-10-18,Kings,,Jack Cooley,placed on IL
10160,2017-10-18,Kings,,Zach Randolph,placed on IL recovering from oral surgery
10161,2017-10-18,Magic,,Adreian Payne,placed on IL with fractured left hand
10162,2017-10-18,Magic,,Jamel Artis,placed on IL
10163,2017-10-18,Magic,,Khem Birch,placed on IL
10164,2017-10-18,Magic,,Wesley Iwundu / Wes Iwundu,placed on IL with strained right hamstring
10165,2017-10-18,Mavericks,,Gian Clavell,placed on IL
10166,2017-10-18,Mavericks,,Johnathan Motley,placed on IL
10167,2017-10-18,Mavericks,,Josh McRoberts,placed on IL with knee injury
10168,2017-10-18,Mavericks,,Seth Curry,placed on IL with stress reaction in tibia in left leg (out for season)
10169,2017-10-18,Nets,,Isaiah Whitehead,placed on IL
10170,2017-10-18,Nets,,Jacob Wiley / Jake Wiley,placed on IL
10171,2017-10-18,Nets,,Tyler Zeller,placed on IL
10172,2017-10-18,Nets,,Yakuba Ouattara / Billy Ouattara,placed on IL
10173,2017-10-18,Nuggets,,Monte Morris,placed on IL
10174,2017-10-18,Nuggets,,Torrey Craig,placed on IL
10175,2017-10-18,Nuggets,,Tyler Lydon,placed on IL
10176,2017-10-18,Pacers,,Alex Poythress,placed on IL
10177,2017-10-18,Pacers,,Bogdan Bogdanovic,placed on IL with sprained right ankle
10178,2017-10-18,Pacers,,Edmond Sumner,placed on IL with surgery on left knee
10179,2017-10-18,Pacers,,Glenn Robinson III,placed on IL recovering from surgery on left ankle
10180,2017-10-18,Pistons,,Anthony Tolliver,placed on IL
10181,2017-10-18,Pistons,,Dwight Buycks,placed on IL with strained left hip flexor
10182,2017-10-18,Pistons,,Luis Montero,placed on IL
10183,2017-10-18,Spurs,,Darrun Hilliard,placed on IL
10184,2017-10-18,Spurs,,Matt Costello,placed on IL
10185,2017-10-18,Suns,,Alan Williams,placed on IL recovering from surgery on right knee to repair torn meniscus
10186,2017-10-18,Suns,,Alex Len,placed on IL with sprained left ankle
10187,2017-10-18,Suns,,Brandon Knight,placed on IL recovering from torn ACL in left knee (out for season)
10188,2017-10-18,Suns,,Davon Reed,placed on IL recovering from surgery on left knee to repair torn meniscus
10189,2017-10-18,Suns,,Jared Dudley,placed on IL recovering from surgery to repair ligament and bone in toe
10190,2017-10-18,Timberwolves,,Anthony Brown,placed on IL
10191,2017-10-18,Timberwolves,,Justin Patton,placed on IL frecovering from surgery on left foot to repair fracture
10192,2017-10-18,Wizards,,Devin Robinson,placed on IL with stress fracture in left foot
10193,2017-10-18,Wizards,,Markieff Morris,placed on IL recovering from surgery to repair sports hernia
10194,2017-10-18,Wizards,,Mike Young,placed on IL
10195,2017-10-18,Wizards,,Sheldon McClellan / Sheldon Mac,placed on IL recovering from surgery to repair torn left Achilles tendon
10196,2017-10-19,Bulls,,Cameron Payne,placed on IL with recovering from surgery to repair fractured right foot
10197,2017-10-19,Bulls,,Kris Dunn,placed on IL with dislocated left index finger
10198,2017-10-19,Bulls,,Nikola Mirotic,placed on IL with fractured bones in face
10199,2017-10-19,Bulls,,Zach LaVine,placed on IL recovering from torn ACL in left knee
10200,2017-10-19,Clippers,,C.J. Williams,placed on IL
10201,2017-10-19,Clippers,,Jamil Wilson,placed on IL with lower back spasms
10202,2017-10-19,Clippers,,Jawun Evans,placed on IL
10203,2017-10-19,Knicks,,Jarrett Jack,placed on IL
10204,2017-10-19,Knicks,,Luke Kornet,placed on IL
10205,2017-10-19,Knicks,,Mindaugas Kuzminskas,placed on IL
10206,2017-10-19,Lakers,,Ivica Zubac,placed on IL
10207,2017-10-19,Lakers,,Josh Hart,placed on IL with bursitis in left heel
10208,2017-10-19,Lakers,,Thomas Bryant,placed on IL
10209,2017-10-19,Lakers,,Vander Blue,placed on IL
10210,2017-10-19,Raptors,,Bruno Caboclo,placed on IL
10211,2017-10-19,Raptors,,K.J. McDaniels,placed on IL
10212,2017-10-19,Raptors,,Lorenzo Brown,placed on IL
10213,2017-10-19,Raptors,,Malcolm Miller,placed on IL with surgery on right ankle
10214,2017-10-19,Thunder,,Daniel Hamilton,placed on IL
10215,2017-10-19,Thunder,,Kyle Singler,placed on IL
10216,2017-10-19,Thunder,,P.J. Dozier,placed on IL
10217,2017-10-20,Blazers,,Wade Baldwin IV,placed on IL with surgery on right thumb
10218,2017-10-20,Cavaliers,,London Perrantes,placed on IL
10219,2017-10-20,Celtics,,Marcus Smart,placed on IL with sore ankle
10220,2017-10-20,Celtics,Guerschon Yabusele,,activated from IL
10221,2017-10-20,Hawks,,DeAndre' Bembry / DeAndre Bembry,placed on IL with fractured right wrist
10222,2017-10-20,Hawks,Nicolas Brussino,,activated from IL
10223,2017-10-20,Hornets,,Cody Zeller,bone bruise in right knee (DTD)
10224,2017-10-20,Jazz,,Nate Wolters,placed on IL
10225,2017-10-20,Jazz,Raulzinho Neto / Raul Neto,,activated from IL
10226,2017-10-20,Kings,,Georgios Papagiannis / Giorgios Papagiannis / George Papagiannis,placed on IL
10227,2017-10-20,Kings,Zach Randolph,,activated from IL
10228,2017-10-20,Lakers,,Luol Deng,placed on IL with surgery on right pectoral muscle (out indefinitely)
10229,2017-10-20,Lakers,Josh Hart,,activated from IL
10230,2017-10-20,Magic,,Aaron Gordon,placed on IL with sore left ankle
10231,2017-10-20,Magic,Wesley Iwundu / Wes Iwundu,,activated from IL
10232,2017-10-20,Mavericks,,Dennis Smith Jr.,placed on IL with sore left knee
10233,2017-10-20,Mavericks,Gian Clavell,,activated from IL
10234,2017-10-20,Nets,,Jeremy Lin,placed on IL recovering from surgery on right knee to repair ruptured patella tendon (out for season)
10235,2017-10-20,Nets,Tyler Zeller,,activated from IL
10236,2017-10-20,Pacers,,Myles Turner,placed on IL with concussion
10237,2017-10-20,Pacers,Alex Poythress,,activated from IL
10238,2017-10-20,Pistons,,Boban Marjanovic,placed on IL
10239,2017-10-20,Pistons,Anthony Tolliver,,activated from IL
10240,2017-10-20,Suns,Alex Len,,activated from IL
10241,2017-10-20,Warriors,,Kevon Looney,placed on IL
10242,2017-10-20,Warriors,,Omri Casspi,placed on IL with sprained left ankle
10243,2017-10-20,Warriors,Andre Iguodala,,activated from IL
10244,2017-10-20,Warriors,Quinn Cook,,activated from IL
10245,2017-10-20,Wizards,,Jason Smith,placed on IL with sprained right shoulder
10246,2017-10-20,Wizards,Mike Young,,activated from IL
10247,2017-10-21,76ers,,Joel Embiid,placed on IL with rehab of left knee
10248,2017-10-21,76ers,James Michael McAdoo / James McAdoo (Michael),,activated from IL
10249,2017-10-21,Bucks,,Joel Bolomboy,placed on IL
10250,2017-10-21,Bucks,,Rashad Vaughn,placed on IL
10251,2017-10-21,Cavaliers,,Derrick Rose,placed on IL with sprained left ankle
10252,2017-10-21,Cavaliers,Ante Zizic,,activated from IL
10253,2017-10-21,Grizzlies,,JaMychal Green,placed on IL with sprained left ankle
10254,2017-10-21,Grizzlies,Kobi Simmons,,activated from IL
10255,2017-10-21,Heat,,Hassan Whiteside,placed on IL with bruised left knee
10256,2017-10-21,Heat,A.J. Hammons,,activated from IL
10257,2017-10-21,Heat,Okaro White,,activated from IL
10258,2017-10-21,Jazz,,Rodney Hood,placed on IL with strained left calf
10259,2017-10-21,Jazz,Nate Wolters,,activated from IL
10260,2017-10-21,Knicks,,Frank Ntilikina,placed on IL with sprained left ankle
10261,2017-10-21,Knicks,,Isaiah Hicks,placed on IL
10262,2017-10-21,Knicks,Jarrett Jack,,activated from IL
10263,2017-10-21,Magic,,Elfrid Payton,placed on IL with sore/strained left hamstring
10264,2017-10-21,Magic,Khem Birch,,activated from IL
10265,2017-10-21,Nuggets,,Richard Jefferson,placed on IL
10266,2017-10-21,Pistons,,Eric Moreland,placed on IL
10267,2017-10-21,Pistons,Boban Marjanovic,,activated from IL
10268,2017-10-21,Rockets,,Chris Paul,placed on IL with bruised left knee
10269,2017-10-21,Rockets,Troy Williams,,activated from IL
10270,2017-10-22,Hawks,,Nicolas Brussino,placed on IL
10271,2017-10-22,Hawks,Isaiah Taylor,,activated from IL
10272,2017-10-22,Lakers,,Alex Caruso,placed on IL
10273,2017-10-22,Lakers,Ivica Zubac,,activated from IL
10274,2017-10-23,76ers,,James Michael McAdoo / James McAdoo (Michael),placed on IL
10275,2017-10-23,76ers,Joel Embiid,,activated from IL
10276,2017-10-23,Hawks,,Dennis Schroder,placed on IL with sprained left ankle
10277,2017-10-23,Hawks,Nicolas Brussino,,activated from IL
10278,2017-10-23,Hornets,,Julyan Stone,placed on IL with strained left hamstring
10279,2017-10-23,Hornets,,Marcus Paige,placed on IL
10280,2017-10-23,Hornets,,Michael Carter-Williams,placed on IL with sore knee
10281,2017-10-23,Hornets,Mangok Mathiang,,activated from IL
10282,2017-10-23,Kings,,JaKarr Sampson,placed on IL
10283,2017-10-23,Mavericks,Dennis Smith Jr.,,activated from IL
10284,2017-10-23,Nuggets,,Juancho Hernangomez / Juan Hernangomez,placed on IL with mononucleosis
10285,2017-10-23,Nuggets,Richard Jefferson,,activated from IL
10286,2017-10-23,Pacers,Bogdan Bogdanovic,,activated from IL
10287,2017-10-23,Raptors,,Jonas Valanciunas,placed on IL with sprained left ankle
10288,2017-10-23,Raptors,Bruno Caboclo,,activated from IL
10289,2017-10-23,Suns,,Alec Peters,placed on IL
10290,2017-10-23,Suns,,Eric Bledsoe,placed on IL
10291,2017-10-23,Suns,Jared Dudley,,activated from IL
10292,2017-10-23,Warriors,,Quinn Cook,placed on IL
10293,2017-10-23,Warriors,Omri Casspi,,activated from IL
10294,2017-10-23,Wizards,,Mike Young,placed on IL
10295,2017-10-24,Bulls,,Antonio Blakeney,placed on IL
10296,2017-10-24,Clippers,,Milos Teodosic / Milos Tedosic,placed on IL with plantar fascia in left foot
10297,2017-10-24,Clippers,Jawun Evans,,activated from IL
10298,2017-10-24,Jazz,,Nate Wolters,placed on IL
10299,2017-10-24,Jazz,Tony Bradley,,activated from IL
10300,2017-10-24,Magic,,Khem Birch,placed on IL
10301,2017-10-24,Magic,Aaron Gordon,,activated from IL
10302,2017-10-24,Magic,Aaron Gordon,,activated from IL
10303,2017-10-24,Nets,,Sean Kilpatrick,placed on IL with illness
10304,2017-10-25,Jazz,,Tony Bradley,placed on IL
10305,2017-10-25,Jazz,Rodney Hood,,activated from IL
10306,2017-10-25,Mavericks,,Gian Clavell,placed on IL
10307,2017-10-25,Nets,,D'Angelo Russell,placed on IL with sprained right knee
10308,2017-10-25,Pistons,,Boban Marjanovic,placed on IL
10309,2017-10-25,Pistons,Eric Moreland,,activated from IL
10310,2017-10-25,Rockets,,Briante Weber,placed on IL
10311,2017-10-25,Rockets,,Nene / Nene Hilario / Maybyner Hilario,placed on IL with sore left Achilles
10312,2017-10-25,Rockets,,Trevor Ariza,placed on IL with sprained left foot
10313,2017-10-25,Timberwolves,,Jimmy Butler,placed on IL with upper respiratory illness
10314,2017-10-25,Warriors,,JaVale McGee,placed on IL
10315,2017-10-25,Warriors,Kevon Looney,,activated from IL
10316,2017-10-25,Wizards,Jason Smith,,activated from IL
10317,2017-10-26,Bucks,,Gary Payton II,placed on IL
10318,2017-10-26,Bulls,Antonio Blakeney,,activated from IL
10319,2017-10-26,Celtics,Marcus Smart,,activated from IL
10320,2017-10-26,Kings,Bogdan Bogdanovic,,activated from IL
10321,2017-10-26,Mavericks,Gian Clavell,,activated from IL
10322,2017-10-27,Hawks,,Nicolas Brussino,placed on IL
10323,2017-10-27,Hawks,Dennis Schroder,,activated from IL
10324,2017-10-27,Knicks,,Ron Baker,placed on IL with sore left ankle
10325,2017-10-27,Knicks,Frank Ntilikina,,activated from IL
10326,2017-10-27,Nets,,Isaiah Whitehead,placed on IL
10327,2017-10-27,Nets,D'Angelo Russell,,activated from IL
10328,2017-10-27,Nets,Sean Kilpatrick,,activated from IL
10329,2017-10-27,Timberwolves,Jimmy Butler,,activated from IL
10330,2017-10-27,Warriors,,Jordan Bell,placed on IL
10331,2017-10-27,Warriors,JaVale McGee,,activated from IL
10332,2017-10-27,Warriors,Quinn Cook,,activated from IL
10333,2017-10-28,76ers,,Jahlil Okafor,placed on IL with upper respiratory infection
10334,2017-10-28,76ers,James Michael McAdoo / James McAdoo (Michael),,activated from IL
10335,2017-10-28,Bulls,,Antonio Blakeney,placed on IL
10336,2017-10-28,Bulls,,Ryan Arcidiacono,placed on IL
10337,2017-10-28,Bulls,Kris Dunn,,activated from IL
10338,2017-10-28,Grizzlies,,Kobi Simmons,placed on IL
10339,2017-10-28,Mavericks,,Gian Clavell,placed on IL
10340,2017-10-28,Pistons,,Luke Kennard,placed on IL
10341,2017-10-28,Pistons,Boban Marjanovic,,activated from IL
10342,2017-10-28,Rockets,,Eric Gordon,placed on IL with stomach virus
10343,2017-10-28,Rockets,Nene / Nene Hilario / Maybyner Hilario,,activated from IL
10344,2017-10-28,Rockets,Trevor Ariza,,activated from IL
10345,2017-10-28,Heat,,Matt Williams,placed on IL
10346,2017-10-28,Pistons,Dwight Buycks,,activated from IL
10347,2017-10-29,Bucks,,Greg Monroe,placed on IL with sore left calf
10348,2017-10-29,Bucks,Rashad Vaughn,,activated from IL
10349,2017-10-29,Cavaliers,,Ante Zizic,placed on IL
10350,2017-10-29,Cavaliers,Derrick Rose,,activated from IL
10351,2017-10-29,Hawks,,Ersan Ilyasova,placed on IL with bone bruise in left knee / strained left knee
10352,2017-10-29,Hawks,Nicolas Brussino,,activated from IL
10353,2017-10-29,Hornets,,Mangok Mathiang,placed on IL
10354,2017-10-29,Kings,,George Hill,placed on IL for rest
10355,2017-10-29,Kings,,Zach Randolph,placed on IL for rest / sore left foot
10356,2017-10-29,Kings,Georgios Papagiannis / Giorgios Papagiannis / George Papagiannis,,activated from IL
10357,2017-10-29,Kings,JaKarr Sampson,,activated from IL
10358,2017-10-29,Magic,,Jonathan Isaac,placed on IL with illness
10359,2017-10-29,Magic,Khem Birch,,activated from IL
10360,2017-10-29,Nets,,DeMarre Carroll,placed on IL with sore right ankle
10361,2017-10-29,Nets,,Quincy Acy,placed on IL with strained left groin
10362,2017-10-29,Nets,Jacob Wiley / Jake Wiley,,activated from IL
10363,2017-10-29,Spurs,,Joffrey Lauvergne,placed on IL with sprained right ankle
10364,2017-10-29,Spurs,Matt Costello,,activated from IL
10365,2017-10-29,Warriors,,Quinn Cook,placed on IL
10366,2017-10-29,Nets,Isaiah Whitehead,,activated from IL
10367,2017-10-30,76ers,,J.J. Redick,placed on IL with tightness in lower back
10368,2017-10-30,76ers,,James Michael McAdoo / James McAdoo (Michael),placed on IL
10369,2017-10-30,76ers,,Markelle Fultz,placed on IL with sore right shoulder
10370,2017-10-30,76ers,Furkan Korkmaz,,activated from IL
10371,2017-10-30,76ers,Jahlil Okafor,,activated from IL
10372,2017-10-30,Celtics,,Jabari Bird,placed on IL
10373,2017-10-30,Grizzlies,,Ivan Rabb,placed on IL
10374,2017-10-30,Heat,,Okaro White,placed on IL
10375,2017-10-30,Heat,Okaro White,,activated from IL
10376,2017-10-30,Magic,Jonathan Isaac,,activated from IL
10377,2017-10-30,Mavericks,,Dorian Finney-Smith,placed on IL with left knee tendinitis
10378,2017-10-30,Mavericks,Gian Clavell,,activated from IL
10379,2017-10-30,Pelicans,,Charles Cooke,placed on IL
10380,2017-10-30,Pelicans,,Jalen Jones,placed on IL
10381,2017-10-30,Rockets,,Briante Weber,placed on IL
10382,2017-10-30,Rockets,Eric Gordon,,activated from IL
10383,2017-10-30,Warriors,,Kevon Looney,placed on IL
